Date,Open,High,Low,Close,Adj Close,Volume
2014-09-17,465.864014,468.174011,452.421997,457.334015,457.334015,21056800.0
2014-09-18,456.859985,456.859985,413.104004,424.440002,424.440002,34483200.0
2014-09-19,424.102997,427.834991,384.532013,394.79599,394.79599,37919700.0
2014-09-22,399.100006,406.915985,397.130005,402.152008,402.152008,24127600.0
2014-09-23,402.09201,441.557007,396.196991,435.790985,435.790985,45099500.0
2014-09-24,435.751007,436.112,421.131989,423.204987,423.204987,30627700.0
2014-09-25,423.156006,423.519989,409.467987,411.574005,411.574005,26814400.0
2014-09-26,411.428986,414.937988,400.009003,404.424988,404.424988,21460800.0
2014-09-29,376.928009,385.210999,372.23999,375.46701,375.46701,32497700.0
2014-09-30,376.088013,390.97699,373.442993,386.944,386.944,34707300.0
2014-10-01,387.427002,391.378998,380.779999,383.61499,383.61499,26229400.0
2014-10-02,383.988007,385.497009,372.946014,375.071991,375.071991,21777700.0
2014-10-03,375.181,377.695007,357.859009,359.511993,359.511993,30901200.0
2014-10-06,320.389008,345.134003,302.559998,330.07901,330.07901,79011800.0
2014-10-07,330.584015,339.247009,320.481995,336.187012,336.187012,49199900.0
2014-10-08,336.115997,354.364014,327.187988,352.940002,352.940002,54736300.0
2014-10-09,352.747986,382.726013,347.687012,365.026001,365.026001,83641104.0
2014-10-10,364.687012,375.066986,352.963013,361.562012,361.562012,43665700.0
2014-10-13,377.92099,397.226013,368.897003,390.414001,390.414001,35221400.0
2014-10-14,391.691986,411.697998,391.324005,400.869995,400.869995,38491500.0
2014-10-15,400.954987,402.22699,388.765991,394.77301,394.77301,25267100.0
2014-10-16,394.518005,398.807007,373.070007,382.556,382.556,26990000.0
2014-10-17,382.756012,385.477997,375.389008,383.757996,383.757996,13600700.0
2014-10-20,389.230988,390.084015,378.252014,382.845001,382.845001,16419000.0
2014-10-21,382.42099,392.645996,380.834015,386.475006,386.475006,14188900.0
2014-10-22,386.118011,388.575989,382.248993,383.15799,383.15799,11641300.0
2014-10-23,382.962006,385.048004,356.446991,358.416992,358.416992,26456900.0
2014-10-24,358.591003,364.345001,353.304993,358.345001,358.345001,15585700.0
2014-10-27,354.777008,358.631989,349.80899,352.989014,352.989014,13033000.0
2014-10-28,353.214996,359.984009,352.678986,357.618011,357.618011,7845880.0
2014-10-29,357.088989,357.833008,335.342987,335.591003,335.591003,18192700.0
2014-10-30,335.709015,350.912994,335.071991,345.304993,345.304993,30177900.0
2014-10-31,345.009003,348.045013,337.141998,338.321014,338.321014,12545400.0
2014-11-03,325.569,334.002014,325.480988,327.553986,327.553986,12948500.0
2014-11-04,327.161011,331.766998,325.076996,330.492004,330.492004,15655500.0
2014-11-05,330.683014,343.368988,330.683014,339.485992,339.485992,19817200.0
2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,18797000.0
2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,16834200.0
2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,30450100.0
2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,15838900.0
2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,45783200.0
2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,58945000.0
2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,29589200.0
2014-11-17,388.348999,410.199005,377.502014,387.40799,387.40799,41518800.0
2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,32222500.0
2014-11-19,373.895996,386.480988,373.895996,380.554993,380.554993,18931800.0
2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,25233200.0
2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,29850100.0
2014-11-24,366.947998,387.209015,366.669006,376.901001,376.901001,30930100.0
2014-11-25,376.885986,394.700989,374.783997,375.347992,375.347992,25442200.0
2014-11-26,376.019012,377.697998,365.81601,368.369995,368.369995,18601700.0
2014-11-28,369.373993,382.838013,358.454987,376.446991,376.446991,22946500.0
2014-12-01,378.248993,383.661987,376.669006,379.244995,379.244995,11763000.0
2014-12-02,379.25,384.037994,377.863007,381.315002,381.315002,12364100.0
2014-12-03,381.721985,383.026001,374.346008,375.01001,375.01001,13340100.0
2014-12-04,375.717987,378.654999,367.759003,369.604004,369.604004,14529600.0
2014-12-05,369.441986,379.191986,365.756012,376.854004,376.854004,15181800.0
2014-12-08,374.964996,376.028992,361.885986,361.908997,361.908997,18898700.0
2014-12-09,361.894989,363.066986,344.950989,352.218994,352.218994,32915500.0
2014-12-10,352.204987,352.384003,346.36499,346.36499,346.36499,16427700.0
2014-12-11,344.339996,361.356995,338.763,350.506012,350.506012,32431300.0
2014-12-12,350.833008,352.983002,349.290985,352.541992,352.541992,16989800.0
2014-12-15,351.360992,351.815002,344.93399,345.345001,345.345001,17264200.0
2014-12-16,345.673004,345.859009,327.062012,327.062012,327.062012,30864900.0
2014-12-17,326.855011,333.95401,315.152008,319.776001,319.776001,37567900.0
2014-12-18,319.785004,323.709015,304.231995,311.395996,311.395996,39173000.0
2014-12-19,311.178986,318.53299,306.769012,317.842987,317.842987,23823100.0
2014-12-22,321.067993,334.117004,320.424988,331.885986,331.885986,22315100.0
2014-12-23,332.016998,336.286987,329.60199,334.571991,334.571991,16574200.0
2014-12-24,334.38501,334.740997,321.356995,322.533997,322.533997,15092300.0
2014-12-26,319.152008,331.424011,316.627014,327.924011,327.924011,16410500.0
2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500.0
2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,12528300.0
2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900.0
2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650.0
2015-01-05,265.084015,278.341003,265.084015,274.473999,274.473999,43962800.0
2015-01-06,274.610992,287.553009,272.696014,286.188995,286.188995,23245700.0
2015-01-07,286.076996,298.753998,283.07901,294.337006,294.337006,24866800.0
2015-01-08,294.13501,294.13501,282.174988,283.348999,283.348999,19982500.0
2015-01-09,282.382996,291.114014,280.53299,290.40799,290.40799,18718600.0
2015-01-12,266.145996,272.203003,265.200012,267.79599,267.79599,18880300.0
2015-01-13,267.394012,268.277008,219.906006,225.860992,225.860992,72843904.0
2015-01-14,223.893997,223.893997,171.509995,178.102997,178.102997,97638704.0
2015-01-15,176.897003,229.067001,176.897003,209.843994,209.843994,81773504.0
2015-01-16,209.070007,221.591003,199.770996,208.097,208.097,38421000.0
2015-01-20,212.906998,215.240997,205.153,211.315002,211.315002,24051100.0
2015-01-21,211.378006,227.787994,211.212006,226.897003,226.897003,29924600.0
2015-01-22,227.322006,237.018997,226.434006,233.406006,233.406006,33544600.0
2015-01-23,233.516998,234.845001,225.195999,232.878998,232.878998,24621700.0
2015-01-26,254.078995,309.384003,254.078995,273.472992,273.472992,106794000.0
2015-01-27,273.166992,275.480011,250.653,263.475006,263.475006,44399000.0
2015-01-28,263.351013,266.535004,227.046005,233.914993,233.914993,44352200.0
2015-01-29,233.348007,238.705994,220.712006,233.513,233.513,32213400.0
